商品コード,タイトル,販売価格（税抜）,販売価格（税込）,販売価格変更日
2100188344892,（ＥＸＳＥ）竜騎士　ブラック・マジシャン,727,800,20250611
2100189993723,（ＵＲ）混沌の戦士　カオス・ソルジャー,255,281,00000000
2100186925635,（ＧＳＥ）禁じられた聖杯,182,200,00000000
2100188539137,（ＳＲ）キング・ザ・スロットン,109,120,20250716
2100191214380,（ＮＲ）Ｎｏ．２９　マネキンキャット,909,1000,20250709
2100186968533,（ＳＥ）ダーク・コーリング,273,300,00000000
2100188588302,（ＰＳＥ）大いなる魂,182,200,00000000
2100188588333,（ＥＸＳＥ）鉄獣の抗戦,182,200,00000000
2100191314608,（２０ＳＥ）ライトニング・ストーム,4545,5000,20250326
2100188686978,（ＳＥ）苦渋の決断,182,200,00000000
2100190489499,（ＳＲ）ソーシャル・マニフェストll世,273,300,20250315
2100187090219,（ＳＲ）セイクリッド・ソンブレス,109,120,20250806
2100187090493,（ＣＲ）足組）黄金卿エルドリッチ,273,300,00000000
2100191583615,（ＥＸＳＥ）鉄獣の抗戦,182,200,00000000
2100190741474,（ＫＧＭ）王来英雄　モモキングＲＸ,273,300,20250625
2100187325717,（ＡＲ）ＲＵＭ?バリアンズ・フォース,273,300,00000000
2100198309829,（ＳＲ）ボルバルザーク・紫電・ドラゴンＰ’Ｓ,182,200,00000000
2100198309836,（ＳＲ）ボルバルザーク・紫電・ドラゴンＰ’Ｓ,182,200,00000000
2100198889208,（２０ＳＥ）デコード・トーカー,182,200,00000000
2100198889222,（２０ＳＥ）オッドアイズ・ペンデュラム・ドラゴン,182,200,00000000
2100198889314,（ＧＲ）エフェクト・ヴェーラー,182,200,00000000
2100199348148,（ＶＲ）龍世界　?龍の降臨する地?,182,200,00000000
2100199348155,（ＶＲ）龍世界　?龍の降臨する地?,182,200,00000000
2100199366944,（ＮＰＡ）次元の裂け目,182,200,00000000
2100199366951,（ＮＰＡ）次元の裂け目,182,200,00000000
2100198575750,（Ｎ）沼地の魔神王,273,300,20250621
2100198993370,（ＳＥ）古尖兵ケルベク,255,281,00000000
2100199456966,（ＵＲ）怒炎壊獣ドゴラン,182,200,00000000
2100199498515,（ＬＥＧ）覇王る侵略　ドレッドゾーン,273,300,00000000
2100199498539,（ＬＥＧ）覇王る侵略　ドレッドゾーン,273,300,00000000
2100199498560,（Ｃ）ホロ仕様）勝利のプリンプリン,182,200,20250329
2100198666588,（ＳＥＰＡ）氷結界に至る晴嵐,45,50,20250806
2100199499109,（ＣＲ）成金ゴブリン,182,200,00000000
2100200421549,（ＳＲ）グッドルッキン・ブラボー,255,281,00000000
2100200421556,（ＳＲ）エモＧ,255,281,00000000
2100198673081,（ＵＲ）青眼の白龍,182,200,00000000
2100199530093,（ＳＥ）貪欲なウツボ,182,200,00000000
2100199530109,（ＳＥ）貪欲なウツボ,182,200,00000000
2100200267451,（ＶＲ）芸魔隠狐　カラクリバーシ,273,300,20250618
2100199584614,（ＳＥ）青眼の白龍,1818,2000,20250726
2100199146256,（ＣＲ）ＲＵＭ?アストラル・フォース,273,300,00000000
2100200421617,（ＳＲ）ハイパー・ギガタック／ギガタック・ハイパー・トラップ,255,281,00000000
2100200320781,（ＯＲ）芸魔王将　カクメイジン,182,200,00000000
2100200320798,（ＯＲ）芸魔王将　カクメイジン,182,200,00000000
2100200320941,（Ｒ）同期の妖精／ド浮きの動悸,273,300,20250510
2100199305165,（レア無）ボルシャック・ドラゴン／決闘者・チャージャー,182,200,00000000
2100199305431,（Ｃ）ボルシャック・栄光・ルピア,182,200,00000000
2100199693699,（Ｃ）フェアリー・ミラクル,4545,5000,20250607
2100200422706,（Ｒ）暴走　ザバイク／ブンブン・バースト,255,281,00000000
2100198797510,（ＵＲ）天穹覇龍ドラゴアセンション,273,300,00000000
2100198797541,（ＡＲ）パワー・ツール・ドラゴン,1091,1200,00000000
2100199305790,（ＶＩＣ）紅蓮の怒　鬼流院　刃,255,281,00000000
2100199306056,（ＳＲ）バングリッドＸ７,364,400,20250428
2100199731353,（Ｒ）幻獣機オライオン,182,200,20250305
2100199731360,（Ｒ）幻獣機オライオン,182,200,20250305
2100199307039,（Ｒ）コッコ・武・ルピア,273,300,00000000
2100199323022,（ＭＡＳ）♪君は煌銀河の正義を見たか？,255,281,00000000
2100195755445,（ＳＥ）スプライト・ブルー,182,200,00000000
2100194914355,（２０ＳＥ）雙極の破械神,1364,1500,00000000
2100197628471,（ＫＧＭ）禁断竜王　Ｖｏｌ?Ｖａｌ?８,273,300,00000000
2100195043580,（ＵＲ）超未来融合?オーバーフューチャー・フュージョン,182,200,00000000
2100196292468,（ＳＥ）貪欲な壺,182,200,00000000
2100196293762,（ＣＲ）デコード・トーカー・ヒートソウル,255,281,00000000
2100197948807,（Ｒ）コッコ・武・ルピア,182,200,00000000
2100197977869,（ＳＥ）冥骸合竜?メメントラル・テクトリカ,136,150,20250705
2100196399686,（ＨＲ）覇王天龍オッドアイズ・アークレイ・ドラゴン,255,281,00000000
2100197996723,（ＳＥ）魔界劇団のゲネプロ,45,50,20250806
2100196426542,（ＵＲ）サブテラーの導師,182,200,00000000
2100196470767,（ＮＲ）ネコマネキング,182,200,00000000
2100195641588,（ＵＲＰＡ）ＷＷ?グラス・ベル,136,150,20250405
2100203696869,（ＳＥＰＡ）精霊獣使い　レラ,1091,1200,20250604
2100203696876,（ＳＥＰＡ）氷結界に至る晶域,182,200,20250607
2100203696999,（ＳＥ）氷結界の虎将　ライホウ,273,300,00000000
2100203750981,（ＵＲ）精霊獣使い　レラ,182,200,00000000
2100205810201,（Ｃ）フェアリーの火の子祭,273,300,00000000
2100203815178,（ＵＲ）サイバネット・マイニング,182,200,20250322
2100203815185,（ＵＲ）サイバネット・マイニング,182,200,20250322
2100205036670,（ＳＲ）引き裂かれし永劫、エムラクール,1364,1500,20250322
2100203843065,（ＱＳＥ）インフェルノイド・ネヘモス,1364,1500,00000000
2100204443349,（ＵＲ）ＳＲビーダマシーン,182,200,00000000
2100204443356,（ＵＲ）聖騎士の追想　イゾルデ,182,200,00000000
2100205155302,（ＳＥ）ジェネクス・コントローラー,45,50,20250806
2100204477955,（ＳＥ）ミュートリアル・ビースト,182,200,00000000
2100205159126,（ＭＡＳ）“罰怒”ブランド,273,300,00000000
2100206191385,（レア無）深淵の文暴具　ケシカス＝カース,273,300,20250416
2100202118973,（ＶＲ）「根性」の頂　メチャデ塊ゾウ／「大親分、ここにあり！,364,400,20250726
2100202279483,（ＳＲ）禁じられた一滴,364,400,20250806
2100202279490,（ＳＲ）スキルドレイン,182,200,00000000
2100202280045,（ＳＲ）融合強兵,182,200,00000000
2100202280465,（ＡＲ）ホルスの栄光?イムセティ,1091,1200,20250702
2100200656507,（ＳＲ）バラギアラ＜ヴェロキボアロ．Ｓｔａｒ＞,228,251,00000000
2100200656514,（ＳＲ）バラギアラ＜ヴェロキボアロ．Ｓｔａｒ＞,228,251,00000000
2100200656576,（ＫＧＭ）王来英雄　モモキングＲＸ,273,300,20250625
2100200656682,（ＳＲ）鬼ヶ邪王　ジャオウガ・ゼロ,182,200,00000000
2100202280885,（ＳＥ）ヴォルカニック・ブレイズ・キャノン,182,200,00000000
2100202280908,（ＳＥ）深淵の獣アルベル,109,120,20250705
2100202280953,（ＳＥ）神聖魔皇后セレーネ,255,281,00000000
2100202281172,（ＵＲ）オルターガイスト・メモリーガント,182,200,20250621
2100202281677,（ＵＲ）サラマングレイト・オブ・ファイア,182,200,00000000
2100202281714,（ＵＲ）赤き竜,545,600,20250712
2100200801877,（ＵＲ）ＤＤＤ運命王ゼロ・ラプラス,182,200,20250510
2100203207904,（ＵＲ）赤き竜,545,600,20250712
2100200877612,（ＳＲ）ドラゴンメイド・パルラ,182,200,20250412
2100200975004,（ＱＳＥ）アルバスの落胤,1091,1200,00000000
2100200975080,（ＡＲ）インスペクト・ボーダー,182,200,00000000
2100200975219,（ＣＲ）聖魔の乙女アルテミス,273,300,00000000
2100200975479,（ＳＥ）次元障壁,273,300,00000000
2100202920521,（ＣＲ）冥王結界波,182,200,00000000
2100202024113,（ＳＲ）ソーシャル・マニフェストII世,273,300,20250315
2100209076795,（ＳＥ）共命の翼ガルーラ,1818,2000,20250611
2100209119904,（ＳＲ）革命の絆,182,200,00000000
2100209119911,（ＳＲ）革命の絆,182,200,00000000
2100210024358,（２０ＳＥ）封狼雷坊,455,500,20250716
2100210029537,（ＳＲ）スキルドレイン,182,200,00000000
2100210029551,（ＳＲ）拮抗勝負,182,200,00000000
2100210226929,（ＳＲ）背景黒）天命龍装　ホーリーエンド／ナウ・オア・ネバー,909,1000,20250326
2100210226936,（ＳＲ）背景黒）天命龍装　ホーリーエンド／ナウ・オア・ネバー,909,1000,20250326
2100210226974,（ＳＲ）龍風混成　ザーディクリカ,909,1000,20250510
2100210226981,（ＳＲ）龍風混成　ザーディクリカ,909,1000,20250510
2100209163549,（ＳＲ）引き裂かれし永劫、エムラクール,1364,1500,20250322
2100210033534,（ＳＥ）青眼の究極亜竜,1364,1500,20250723
2100210033640,（ＳＥ）青眼の究極亜竜,1364,1500,20250723
2100210302760,（ＶＲ）ジャッジメント・タイム,255,281,00000000
2100210033947,（ＵＲＰＡ）青眼の白龍,182,200,20250329
2100209730543,（Ｎ）真竜の黙示録,182,200,00000000
2100210034401,（Ｎ）沼地の魔神王,273,300,20250621
2100209361495,（ＳＲ）ＦＯＲＢＩＤＤＥＮ?禁断の星?,182,200,00000000
2100210034739,（Ｒ）無の煉獄,182,200,00000000
2100210035217,（Ｒ）強靭！無敵！最強！,182,200,00000000
2100210035224,（ＳＲＰＡ）神の宣告,182,200,00000000
2100210035255,（Ｎ）破械雙極,273,300,00000000
2100210446518,（ＳＲ）破械神王ヤマ,182,200,00000000
2100209469955,（ＶＲ）マッド・デーモン閣下／デーモン・ハンド,182,200,00000000
2100209470036,（ＶＲ）マッド・デーモン閣下／デーモン・ハンド,182,200,00000000
2100210113618,（ＳＥ）トランスコード・トーカー,273,300,00000000
2100210113793,（ＳＥ）斬機シグマ,182,200,00000000
2100210113946,（ＳＥ）冥骸合竜?メメントラル・テクトリカ,136,150,20250705
2100210126601,（ＳＲ）龍罠　エスカルデン／マクスカルゴ・トラップ,273,300,00000000
2100207710936,（ＳＲ）共界神淵体,182,200,20250402
2100207767237,（Ｒ）機深天　クロフェシー,273,300,00000000
2100207767381,（ＭＡＳ）“罰怒”ブランド,273,300,00000000
2100207767398,（ＶＲ）クイーン・アマテラス,182,200,20250802
2100207148197,（ＱＳＥ）大翼のバフォメット,909,1000,20250326
2100207258056,（ＰＳＥ）ブラック・マジシャン,545,600,20250510
2100207265979,（ＳＥ）トークン（黒咲隼）,45,50,20250806
2100208567942,（ＡＲ）巨大戦艦テトラン,1091,1200,20250514
2100208594467,（ＡＲ）覇王龍の魂,182,200,00000000
2100206963890,（ＳＲ）天底の使徒,182,200,00000000
2100206999394,（ＳＲ）Ｔｈｅ邪悪　寄成ギョウ,545,600,20250712
2100207011897,（ＳＥ）ヘルカイトプテラ,273,300,00000000
2100207710684,（ＳＲ）共界神淵体,182,200,20250402
2100212891613,（ＳＥ）斬機シグマ,182,200,00000000
2100212891736,（ＳＥ）ファイアウォール・ドラゴン・ダークフルード,109,120,20250719
2100213962558,（２０ＳＥ）深淵の青眼龍,1364,1500,20250625
2100212891903,（ＡＲ）クイック・リボルブ,182,200,00000000
2100212534282,（ＡＲ）地獄門の契約書,182,200,20250625
2100213005545,（ＵＲ）ブラック・マジシャン,364,400,20250716
2100214297116,（ＡＲ）ヴァレルソード・ドラゴン,182,200,00000000
2100213005668,（ＳＥ）灼熱の火霊使いヒータ,273,300,00000000
2100213005903,（ＳＥ）超融合,364,400,20250604
2100213284421,（Ｒ）龍の呼び声,273,300,20250428
2100213475386,（ＧＲ）焔征竜?ブラスター,182,200,00000000
2100213475393,（ＧＲ）焔征竜?ブラスター,182,200,00000000
2100211005837,（Ｒ）妨げられた壊獣の眠り,182,200,00000000
2100211588613,（ＡＲ）崔嵬の地霊使いアウス,273,300,00000000
2100211578713,（ＳＲ）Ｓｔａｋｅ　Ｙｏｕｒ　Ｓｏｕｌ！,182,200,20250625
2100211578799,（ＳＥ）ＶＳ　龍帝ヴァリウス,273,300,20250618
2100211578805,（ＳＥ）ＶＳ　龍帝ヴァリウス,273,300,20250618
2100211578829,（ＳＲ）ＶＳ　ラゼン,545,600,20250730
2100211622461,（ＳＥ）竜の霊廟,364,400,00000000
2100211622508,（ＡＲ）黒い旋風,182,200,00000000
2100212111476,（ＡＲ）サイバー・ドラゴン,182,200,00000000
2100210667579,（ＵＲ）三戦の才,273,300,20250528
2100210667586,（ＵＲ）禁じられた一滴,455,500,20250806
2100210667630,（ＳＲ）天底の使徒,182,200,00000000
2100210667692,（ＳＲ）拮抗勝負,182,200,00000000
2100211737011,（ＳＥ）大要塞クジラ,109,120,20250705
2100211747805,（ＳＥ）ビンゴマシーンＧＯ！ＧＯ！,182,200,00000000
2100211228755,（ＳＥ）トークン（黒咲隼）,45,50,20250806
2100212029412,（ＡＲ）魔弾の射手　マックス,109,120,20250705
2100212029436,（ＱＳＥ）伝説の白石,364,400,20250618
2100212419466,（ＳＥ）クリスタル・シャーク,182,200,20250405
2100216451653,（ＱＳＥ）シンクロン・キャリアー,273,300,00000000
2100216883720,（Ｒ）Ｔ・Ｔ・Ｔ,273,300,20250409
2100217221019,（ＶＩＣ）破滅の悪魔龍　ディアジゴク／獄龍刃　ディアボロス,2273,2500,00000000
2100217221149,（ＳＲ）熱き侵略　レッドゾーンＺ,2727,3000,20250416
2100217221200,（ＳＥＣ）モノクロ）時の法皇　ミラダンテX II,3636,4000,20250510
2100217221217,（ＬＥＧ）百族の長　プチョヘンザ,182,200,00000000
2100217221224,（ＬＥＧ）百族の長　プチョヘンザ,182,200,00000000
2100217221491,（ＷＶＣ）超戦龍覇　モルトＮＥＸＴ,182,200,00000000
2100216883799,（Ｒ）森翠月　モスキート,273,300,00000000
2100216124243,（ＳＥ）トリックスター・コルチカ,273,300,00000000
2100217436994,（ＶＲ）「合体」の頂　アクア・ＴＩＴＡＡＡＮＳ／「必殺！ジェ,182,200,00000000
2100217496103,（ＫＧＭ）鬼ヶ大王　ジャオウガ,273,300,00000000
2100217005435,（ＶＩＣ）勝利の覇闘　ガイラオウ／覇闘将龍剣　ガイオウバーン,255,281,00000000
2100217437175,（Ｕ）霊淵　スゴーチ＝トートロット,273,300,00000000
2100216450946,（ＳＲ）ナイトメア・スローン,273,300,20250726
2100216451400,（ＨＲ）覇王天龍オッドアイズ・アークレイ・ドラゴン,255,281,00000000
2100216451547,（ＳＥ）ヘルカイトプテラ,273,300,00000000
2100217335884,（ＭＡＳ）天地命動　バラギアラ／輪廻暴聖,2727,3000,20250326
2100214373483,（ＳＲ）ナイトメア・スローン,273,300,20250726
2100214674214,（ＶＲ）「根性」の頂　メチャデ塊ゾウ／「大親分、ここにあり！,364,400,20250726
2100214410768,（ＵＲ）ペンデュラム・ウィッチ,182,200,00000000
2100214410775,（ＵＲ）ペンデュラム・ウィッチ,182,200,00000000
2100214678472,（ＡＲ）レボリューション・シンクロン,182,200,00000000
2100214678502,（ＵＲ）ブラック・マジシャン,364,400,20250716
2100214678526,（ＵＲ）灼熱の火霊使いヒータ,182,200,20250312
2100214549246,（ＳＥ）暗影の闇霊使いダルク,273,300,00000000
2100214549536,（ＳＥ）暗黒界の術師　スノウ,182,200,00000000
2100214549628,（ＳＥ）竜輝巧?ファフニール,109,120,20250719
2100214549697,（ＵＲ）サラマングレイト・オブ・ファイア,182,200,00000000
2100214549888,（ＳＥ）マドルチェ・プロムナード,182,200,00000000
2100214549895,（ＳＥ）マドルチェ・マジョレーヌ,182,200,00000000
2100214549925,（ＡＲ）魔弾の射手　マックス,109,120,20250705
2100214549956,（ＳＥ）マドルチェ・マジョレーヌ,182,200,00000000
2100214549963,（ＳＥ）儀式の下準備,182,200,00000000
2100214549970,（ＳＥ）儀式の下準備,182,200,00000000
2100214952008,（ＧＳＥ）神の宣告,273,300,00000000
2100214952022,（ＭＳＲ）ハーピィの羽根帚,182,200,00000000
2100214550686,（ＳＲ）粛声の祈り手ロー,182,200,20250312
2100214550754,（ＳＲ）烙印融合,182,200,20250709
2100214550860,（ＳＥ）ミラクル・コンタクト,182,200,00000000
2100214551188,（ＳＥ）竜の渓谷,182,200,00000000
2100215036400,（ＳＲ）聖霊王アルファリオン,9091,10000,20250802
2100215036431,（ＶＩＣ）暴龍事変　ガイグレン,273,300,00000000
2100214551393,（ＱＳＥ）太古の白石,545,600,20250709
2100214551447,（ＱＳＥ）シンクロン・キャリアー,273,300,00000000
2100214551584,（ＡＲ）真の光,273,300,00000000
2100214551614,（ＳＲ）導きの聖女クエム,182,200,00000000
2100214551621,（ＳＲ）ＶＳ　ラゼン,545,600,20250730
2100214551652,（ＳＲ）メメント・シーホース,136,150,20250705
2100219397385,（ＤＳＲ）切札勝太＆カツキング　?熱血の物語?,727,800,20250709
2100219397392,（ＤＳＲ）切札勝太＆カツキング　?熱血の物語?,727,800,20250709
2100219424050,（Ｒ）妨げられた壊獣の眠り,182,200,00000000
2100219424104,（ＳＥ）鉄騎の雷槌,182,200,00000000
2100219424111,（ＳＥ）鉄騎の雷槌,182,200,00000000
2100219713673,（ＡＲ）原石竜インペリアル・ドラゴン,273,300,20250618
2100219940857,（ＳＥ）千年原人,182,200,00000000
2100220017579,（レア無）八頭竜　ＡＣＥ?Ｙａｍａｔａ／神秘の宝剣,273,300,20250618
2100220017616,（レア無）暴嵐龍Ｓｕｓａｎｏ?Ｏ?Ｄｒａｇｏｎ,182,200,20250716
2100219628540,（ＳＲ）蒼神龍アナザー・ワールド,182,200,00000000
2100219628632,（レア無）聖域の守護神・アテナ?ＮＯＮ?,437,481,00000000
2100219628649,（レア無）聖域の守護神・アテナ?ＮＯＮ?,437,481,00000000
2100219655737,（ＶＲ）葉鳴妖精ハキリ,273,300,00000000
2100220039618,（ＱＳＥ）心宿りし青眼竜,1364,1500,20250405
2100219659162,（ＵＲ）水霊媒師エリア,182,200,00000000
2100220285688,（ＡＲ）流星輝巧群,182,200,20250329
2100220396940,（Ｒ）罪宝の欺き,273,300,20250712
2100220396957,（Ｒ）罪宝の欺き,273,300,20250712
2100220397046,（ＵＲ）水霊媒師エリア,182,200,00000000
2100219681552,（Ｒ）煉獄の悪魔龍　フォーエバー・オカルト,3636,4000,20250524
2100219681606,（ＶＲ）芸魔隠狐　カラクリバーシ,273,300,20250618
2100219687042,（Ｕ）フォーク＝フォック,182,200,20250416
2100217688850,（ＡＲ）パワー・ボンド,182,200,00000000
2100219189751,（ＳＲ）融合強兵,182,200,00000000
2100219314382,（ＳＥ）次元障壁,273,300,00000000
2100219314498,（ＡＲ）トロイメア・グリフォン,273,300,00000000
2100219314504,（ＡＲ）覇王龍ズァーク,255,281,00000000
2100219314689,（ＳＲ）融合派兵,455,500,20250723
2100219314764,（ＳＲ）白の聖女エクレシア,182,200,20250716
2100219314771,（ＳＲ）白の聖女エクレシア,182,200,20250716
2100221737681,（ＰＳＥ）スプライト・スプリンド,909,1000,20250326
2100222478972,（ＳＲ）Ｘ?クロス・キャノン,109,120,20250405
2100221777755,（ＳＲ）再生の海,182,200,00000000
2100222426270,（ＨＲ）刀皇?都牟羽沓薙,182,200,00000000
2100220806692,（ＱＳＥ）魔神王の契約書,182,200,20250618
2100220806777,（ＡＲ）リミッター解除,182,200,00000000
2100221076865,（ＳＲ）天盃龍パイドラ,182,200,20250716
2100220838693,（ＳＥ）蕾禍ノ鎖蛇巳,182,200,00000000
2100220838778,（ＳＥ）ЯＲＵＭ?レイド・ラプターズ・フォース,182,200,00000000
2100220838860,（ＳＲ）暗影の闇霊使いダルク,182,200,00000000
2100220838877,（ＳＲ）蒼翠の風霊使いウィン,182,200,00000000
2100221419372,（ＳＲ）蒼神龍アナザー・ワールド,182,200,00000000
2100220629727,（ＳＥ）トリックスター・コルチカ,273,300,00000000
2100221439646,（ＶＩＣ）勝利宣言　鬼丸「覇」,2273,2500,20250802
2100221444794,（ＵＲ）シノビネクロ,182,200,00000000
2100221173670,（ＳＲ）御巫の水舞踏,364,400,20250611
2100220709054,（ＳＴ）ステンレス製）ブラック・マジシャン（全身）,4545,5000,20250326
2100220759592,（ＶＲ）光の兄妹　るる＆ルシファー,273,300,20250315
2100220759998,（Ｕ）盗掘人形モールス,255,281,00000000
2100223865030,（ＳＲ）チキンレース,182,200,00000000
2100223865047,（ＳＲ）チキンレース,182,200,00000000
2100224039140,（Ｕ）【今すぐ】うわっ…相手の攻撃止めすぎ…？【クリック】,182,200,20250510
2100223864484,（ＳＥ）ライトニング・ストーム,182,200,20250305
2100223864507,（ＳＥ）貪欲な壺,182,200,00000000
2100223864705,（ＵＲ）サンダー・ボルト,182,200,00000000
2100223865146,（ＳＲ）影法師トップハットヘア,182,200,20250416
2100223865160,（ＳＲ）鉄獣戦線　徒花のフェリジット,364,400,20250806
2100223865184,（ＳＲ）スプラッシュ・メイジ,182,200,00000000
2100223865689,（Ｎ）増殖するＧ,136,150,20250702
2100223865696,（Ｎ）増殖するＧ,136,150,20250702
2100223865863,（ＵＲ）怒炎壊獣ドゴラン,182,200,00000000
2100223865955,（ＳＲ）破械神王ヤマ,182,200,00000000
2100224851001,（ＵＲ）魔界の警邏課デスポリス,182,200,00000000
2100224397455,（Ｎ）トークン（不動遊星）,280,308,00000000
2100224761171,（ＶＲ）復讐　ブラックサイコ,255,281,00000000
2100224761218,（ＳＲ）超覚醒ラスト・ストームＸＸ／超時空ストームＧ・ＸＸ,255,281,00000000
2100224893605,（ＳＥ）封印の黄金櫃,273,300,00000000
2100224893629,（ＳＲ）六花絢爛,182,200,20250308
2100224893636,（ＳＲ）六花絢爛,182,200,20250308
2100224893766,（ＳＥ）アーティファクト?ロンギヌス,273,300,20250531
2100224038464,（Ｒ）カラカラ・警・ルピア／「ここはお任せだッピ！」,182,200,00000000
2100224038563,（Ｃ）アチコチ・鳴・ピッピ,255,281,00000000
2100226241879,（ＳＲ）メガ・マグマ・ドラゴン,182,200,00000000
2100226241886,（ＳＲ）メガ・マグマ・ドラゴン,182,200,00000000
2100226758612,（レア無）ポクタマたま,364,400,20250607
2100226758629,（レア無）ポクタマたま,364,400,20250607
2100226758636,（レア無）Ｄ２Ｖ３　終断のレッドトロン／フォビドゥン・ハンド,364,400,20250521
2100226382541,（ＰＳＥ）封印されし者の左腕,1818,2000,20250326
2100226383470,（ＳＲ）蒼き覚醒　ドギラゴンＸ／轟く覚醒　レッドゾーン・バス,2727,3000,20250326
2100226383715,（Ｕ）若き大長老　アプル,3636,4000,20250604
2100226383890,（ＳＲ）ブルー・インパルス／「真実を見極めよ、ジョニー！」,1364,1500,20250806
2100226758797,（レア無）メンデルスゾーン,182,200,00000000
2100226758803,（レア無）メンデルスゾーン,182,200,00000000
2100226812895,（ＳＲ）ア：エヌ：マクア,182,200,00000000
2100226813373,（ＫＧＭ）∞龍　ゲンムエンペラー,727,800,20250712
2100227294843,（ＳＥ）水晶機巧?トリスタロス,182,200,00000000
2100226600188,（ＵＲ）海神の依代,255,281,00000000
2100226819368,（ＱＳＥ）破滅竜ガンドラＸ,727,800,20250723
2100226820081,（ＳＥ）真の光,182,200,00000000
2100226820340,（ＡＲ）ユベル,545,600,20250806
2100226600720,（ＳＲ）バレット・ザ・シルバー,364,400,20250709
2100227294966,（ＳＲ）粛声の祈り手ロー,182,200,20250312
2100227295000,（ＳＲ）天盃龍パイドラ,182,200,20250716
2100227092234,（ＳＲ）強引な番兵,280,308,00000000
2100225713599,（ＵＲ）神炎皇ウリア,182,200,00000000
2100225840080,（ＵＲ）氷水底イニオン・クレイドル,109,120,20250716
2100225840110,（ＵＲ）氷水浸蝕,109,120,20250716
2100225840318,（ＵＲ）鉄獣戦線　塊撃のベアブルム,182,200,00000000
2100226016330,（Ｕ）友情地龍　ルピア・ターン,182,200,00000000
2100226016347,（Ｕ）友情地龍　ルピア・ターン,182,200,00000000
2100225851086,（ＳＲ）丘と芽吹の春化精,109,120,20250326
2100225851192,（ＳＲ）閃刀起動?リンケージ,455,500,20250628
2100225851284,（ＳＥ）スプライト・ブルー,182,200,00000000
2100225851369,（ＡＲ）ホルスの栄光?イムセティ,1091,1200,20250702
2100225851376,（ＡＲ）世海龍ジーランティス,182,200,20250524
2100225851444,（ＵＲ）三戦の才,273,300,20250528
2100225523419,（ＶＲ）水晶の祈り／クリスタル・ドゥーム,136,150,20250712
2100225851475,（ＵＲ）倶利伽羅天童,182,200,20250705
2100225523839,（ＳＲ）「亜堕無」?鬼ＭＡＸ,182,200,00000000
2100225523853,（ＳＲ）ホワイト・スワン,182,200,00000000
2100225524003,（ＳＲ）偽りの希望　鬼丸「終斗」,4545,5000,20250705
2100225524201,（ＳＲ）Ｅｍファイヤー・ダンサー,109,120,20250702
2100225524218,（ＳＲ）再生の海,182,200,00000000
2100225524256,（ＳＲ）地縛神　スカーレッド・ノヴァ,182,200,00000000
2100225524263,（ＳＲ）地縛神　スカーレッド・ノヴァ,182,200,00000000
2100226169036,（ＱＳＥ）ダーク・フュージョン,7273,8000,20250618
2100226203303,（Ｕ）Ｄｉｓコットン＆Ｄｉｓケラサス,182,200,00000000
2100226203310,（Ｕ）Ｄｉｓコットン＆Ｄｉｓケラサス,182,200,00000000
2100225978011,（ＶＲ）Ｍの悪魔龍　リンネビーナス,255,281,00000000
2100225978219,（レア無）熱血武闘　カツキング,182,200,00000000
2100225978233,（レア無）熱血武闘　カツキング,182,200,00000000
2100225686053,（ＶＩＣ）勝利宣言　鬼丸「覇」,1091,1200,20250517
2100225686190,（ＶＲ）復讐　ブラックサイコ,255,281,00000000
2100225686336,（ＶＲ）ジャッジメント・タイム,255,281,00000000
2100226241114,（ＵＲ）凶導の葬列,109,120,20250716
2100226241169,（ＵＲ）スプライト・スプリンド,109,120,20250716
2100226241176,（ＵＲ）スプライト・スマッシャーズ,109,120,20250716
2100226241206,（ＵＲ）タリホー！スプリガンズ！,182,200,20250716
2100225686503,（Ｒ）緊急再誕,273,300,00000000
2100226241756,（ＭＤＧ）煌龍　サッヴァーク,182,200,00000000
2100226241763,（ＭＤＧ）煌龍　サッヴァーク,182,200,00000000
2100229076874,（ＫＧＭ）竜界電融　Ｎ・ＥＸＴ,255,281,00000000
2100229076898,（ＳＲ）ホワイト・スワン,182,200,00000000
2100229076928,（ＳＲ）黒神龍アブライゼ・ドルバ,273,300,00000000
2100229076935,（ＶＲ）葉鳴妖精ハキリ,273,300,00000000
2100229076942,（ＶＲ）Ｍの悪魔龍　リンネビーナス,255,281,00000000
2100229076966,（ＶＲ）新世界王の創造／新世界秩序,273,300,00000000
2100229076973,（ＶＲ）新世界王の創造／新世界秩序,273,300,00000000
2100229425863,（ＳＲ）「戦鬼」の頂天　ベートーベン,182,200,00000000
2100229425870,（ＳＲ）「戦鬼」の頂天　ベートーベン,182,200,00000000
2100229851440,（ＳＲ）蠅の王　クリス＝タブラ＝ラーサ,182,200,00000000
2100229577579,（Ｕ）ホーガン・ブラスター,182,200,00000000
2100228012583,（ＵＲ）マジマジ☆マジシャンギャル,1364,1500,20250705
2100228012590,（ＵＲ）マジシャンズ・サークル,255,281,00000000
2100228012668,（ＭＲ）光をもたらす者　ルシファー,1091,1200,00000000
2100227572170,（ＳＲ）龍后人形メアリー・ジェニー,7273,8000,20250528
2100231445934,（ＬＥＧ）ボルシャック・ドギラゴン,182,200,00000000
2100231070181,（ＯＲ）竜皇神　ボルシャック・バクテラス,273,300,20250521
2100231070198,（ＯＲ）竜皇神　ボルシャック・バクテラス,273,300,20250521
2100230642754,（ＷＶＣ）超戦龍覇　モルトＮＥＸＴ,182,200,00000000
